competition_name,gender,country,season_end_year,squad,team_or_opponent,num_players,mins_per_90,gls_standard,sh_standard,so_t_standard,so_t_percent_standard,sh_per_90_standard,so_t_per_90_standard,g_per_sh_standard,g_per_so_t_standard,dist_standard,fk_standard,pk_standard,p_katt_standard,x_g_expected,npx_g_expected,npx_g_per_sh_expected,g_minus_x_g_expected,np_g_minus_x_g_expected
Serie A,M,ITA,2019,Roma,team,26,38,66,624,212,34,16.42,5.58,0.1,0.28,16,11,6,6,64.1,59.5,0.1,1.9,0.5
Serie A,M,ITA,2019,Sampdoria,team,24,38,60,479,168,35.1,12.61,4.42,0.1,0.3,19,18,10,12,49.8,40.8,0.09,10.2,9.2
Serie A,M,ITA,2019,Sassuolo,team,29,38,50,507,150,29.6,13.34,3.95,0.09,0.3,18.9,20,5,5,46.3,42.5,0.09,3.7,2.5
Serie A,M,ITA,2019,SPAL,team,28,38,44,457,128,28,12.03,3.37,0.08,0.29,17.6,14,7,8,41.4,35.4,0.08,2.6,1.6
Serie A,M,ITA,2019,Torino,team,25,38,50,519,173,33.3,13.66,4.55,0.09,0.26,17.5,23,5,6,49.4,44.9,0.09,0.6,0.1
Serie A,M,ITA,2019,Udinese,team,32,38,38,461,118,25.6,12.13,3.11,0.08,0.3,19.7,12,3,8,41.5,35.2,0.08,-3.5,-0.2
Serie A,M,ITA,2019,vs Atalanta,opponent,27,38,43,407,132,32.4,10.71,3.47,0.1,0.3,18,17,4,5,41.5,37.7,0.1,1.5,1.3
Serie A,M,ITA,2019,vs Bologna,opponent,29,38,55,538,173,32.2,14.16,4.55,0.09,0.29,17.9,10,4,4,46.5,43.5,0.08,8.5,7.5
Serie A,M,ITA,2019,vs Cagliari,opponent,30,38,52,576,195,33.9,15.16,5.13,0.08,0.23,16.6,18,8,10,58.8,51.3,0.09,-7.8,-8.3
Serie A,M,ITA,2019,vs Chievo,opponent,36,38,73,593,210,35.4,15.61,5.53,0.12,0.34,17.2,25,2,4,59.4,56.2,0.1,13.6,14.8
Serie A,M,ITA,2019,vs Empoli,opponent,29,38,68,623,226,36.3,16.39,5.95,0.1,0.27,17.5,17,6,8,60.9,54.8,0.09,7.1,7.2
Serie A,M,ITA,2019,vs Fiorentina,opponent,27,38,42,451,136,30.2,11.87,3.58,0.08,0.27,18.5,32,5,6,42.2,37.8,0.09,-0.2,-0.8
Serie A,M,ITA,2019,vs Frosinone,opponent,33,38,68,634,209,33,16.68,5.5,0.1,0.3,18.3,23,5,5,61,57.2,0.09,7,5.8
Serie A,M,ITA,2019,vs Genoa,opponent,31,38,55,523,163,31.2,13.76,4.29,0.1,0.31,17.3,15,5,6,54.2,49.7,0.1,0.8,0.3
Serie A,M,ITA,2019,vs Inter,opponent,23,38,31,415,128,30.8,10.92,3.37,0.07,0.22,17.9,21,3,5,38.2,34.5,0.08,-7.2,-6.5
Serie A,M,ITA,2019,vs Juventus,opponent,31,38,29,438,107,24.4,11.53,2.82,0.06,0.25,20.1,22,2,4,36.1,33.1,0.08,-7.1,-6.1
Serie A,M,ITA,2019,vs Lazio,opponent,30,38,45,469,147,31.3,12.34,3.87,0.09,0.27,18.5,22,5,6,42.7,38.1,0.08,2.3,1.9
Serie A,M,ITA,2019,vs Milan,opponent,23,38,35,463,133,28.7,12.18,3.5,0.07,0.23,17.8,10,4,5,40,36.2,0.08,-5,-5.2
Serie A,M,ITA,2019,vs Napoli,opponent,26,38,36,437,135,30.9,11.5,3.55,0.07,0.24,18.1,12,4,4,34.2,31.2,0.07,1.8,0.8
Serie A,M,ITA,2019,vs Parma,opponent,31,38,57,741,199,26.9,19.5,5.24,0.07,0.25,17.8,19,8,8,65.4,59.4,0.08,-8.4,-10.4
Serie A,M,ITA,2019,vs Roma,opponent,26,38,47,546,160,29.3,14.37,4.21,0.08,0.27,18,19,4,7,54.4,49.1,0.09,-7.4,-6.1
Serie A,M,ITA,2019,vs Sampdoria,opponent,24,38,50,507,144,28.4,13.34,3.79,0.08,0.3,17.4,14,7,8,52.6,46.7,0.1,-2.6,-3.7
Serie A,M,ITA,2019,vs Sassuolo,opponent,29,38,58,478,156,32.6,12.58,4.11,0.11,0.35,16.2,17,4,8,57.3,51.2,0.11,0.7,2.8
Serie A,M,ITA,2019,vs SPAL,opponent,28,38,56,544,174,32,14.32,4.58,0.09,0.29,17.8,16,5,5,48.5,44.7,0.08,7.5,6.3
Serie A,M,ITA,2019,vs Torino,opponent,25,38,37,473,144,30.4,12.45,3.79,0.07,0.24,17,12,3,5,47.9,44,0.1,-10.9,-10
Serie A,M,ITA,2019,vs Udinese,opponent,32,38,52,608,169,27.8,16,4.45,0.07,0.25,17.2,19,9,9,57.6,51,0.09,-5.6,-8
Serie A,M,ITA,2018,Atalanta,team,25,38,57,582,196,33.7,15.32,5.16,0.09,0.27,15.8,13,5,9,67.3,60.6,0.11,-10.3,-8.6
Serie A,M,ITA,2018,Benevento,team,41,38,32,470,146,31.1,12.37,3.84,0.06,0.21,19,23,2,3,39,36.9,0.08,-7,-6.9
Serie A,M,ITA,2018,Bologna,team,30,38,37,353,120,34,9.29,3.16,0.1,0.29,18.6,31,2,3,36.9,34.7,0.1,0.1,0.3
Serie A,M,ITA,2018,Cagliari,team,29,38,33,378,115,30.4,9.95,3.03,0.08,0.25,17.2,16,4,7,40,34.7,0.1,-7,-5.7
Serie A,M,ITA,2018,Chievo,team,25,38,36,396,137,34.6,10.42,3.61,0.09,0.26,18,8,1,2,32.2,30.7,0.08,3.8,4.3
Serie A,M,ITA,2018,Crotone,team,29,38,38,385,136,35.3,10.13,3.58,0.09,0.26,19.1,11,2,3,36.1,33.7,0.09,1.9,2.3
Serie A,M,ITA,2018,Fiorentina,team,27,38,53,624,185,29.6,16.42,4.87,0.07,0.25,18.4,20,7,8,57.3,51.4,0.08,-4.3,-5.4
Serie A,M,ITA,2018,Genoa,team,33,38,31,421,125,29.7,11.08,3.29,0.06,0.22,16.6,11,4,5,43.3,39.5,0.1,-12.3,-12.5
Serie A,M,ITA,2018,Hellas Verona,team,32,38,30,362,92,25.4,9.53,2.42,0.06,0.25,19.2,20,7,7,34.3,29.1,0.09,-4.3,-6.1
Serie A,M,ITA,2018,Inter,team,22,38,64,584,202,34.6,15.37,5.32,0.1,0.29,17.4,13,6,7,60.9,55.6,0.1,3.1,2.4
Serie A,M,ITA,2018,Juventus,team,24,38,82,564,201,35.6,14.84,5.29,0.14,0.39,17.7,40,4,8,59.7,53.9,0.1,22.3,24.1
Serie A,M,ITA,2018,Lazio,team,24,38,86,557,208,37.3,14.66,5.47,0.14,0.37,17.3,15,9,11,63.3,55,0.1,22.7,22
Serie A,M,ITA,2018,Milan,team,23,38,54,633,224,35.4,16.66,5.89,0.08,0.22,18.7,25,4,6,54.7,50.3,0.08,0.3,0.7
Serie A,M,ITA,2018,Napoli,team,23,38,73,651,247,37.9,17.13,6.5,0.1,0.27,18.3,19,6,8,66.6,60.4,0.1,6.4,6.6
Serie A,M,ITA,2018,Roma,team,27,38,56,667,202,30.3,17.55,5.32,0.08,0.26,17.4,28,3,6,69.6,65.2,0.1,-13.6,-12.2
Serie A,M,ITA,2018,Sampdoria,team,27,38,56,474,164,34.6,12.47,4.32,0.1,0.3,17.8,27,7,8,51.2,45.2,0.1,4.8,3.8
Serie A,M,ITA,2018,Sassuolo,team,28,38,28,496,132,26.6,13.05,3.47,0.05,0.18,18.3,18,4,10,49.4,41.8,0.09,-21.4,-17.8
Serie A,M,ITA,2018,SPAL,team,29,38,37,374,109,29.1,9.84,2.87,0.09,0.29,18.4,23,5,6,37.7,33.1,0.09,-0.7,-1.1
Serie A,M,ITA,2018,Torino,team,27,38,53,460,154,33.5,12.11,4.05,0.12,0.34,16.7,20,0,2,46.7,45.2,0.1,6.3,7.8
Serie A,M,ITA,2018,Udinese,team,27,38,45,445,133,29.9,11.71,3.5,0.09,0.29,17.9,13,7,7,43.7,38.4,0.09,2.3,0.6
Serie A,M,ITA,2018,vs Atalanta,opponent,25,38,39,406,118,29.1,10.68,3.11,0.09,0.32,17.8,18,1,2,37.1,35.8,0.09,1.9,2.2
Serie A,M,ITA,2018,vs Benevento,opponent,41,38,82,567,203,35.8,14.92,5.34,0.13,0.35,17.2,27,10,13,74.7,64.9,0.12,7.3,7.1
Serie A,M,ITA,2018,vs Bologna,opponent,30,38,49,533,164,30.8,14.03,4.32,0.09,0.28,16.7,18,3,4,53.7,50.7,0.1,-4.7,-4.7
Serie A,M,ITA,2018,vs Cagliari,opponent,29,38,60,524,162,30.9,13.79,4.26,0.1,0.32,17.2,21,8,12,58.8,49.7,0.1,1.2,2.3
Serie A,M,ITA,2018,vs Chievo,opponent,25,38,55,590,180,30.5,15.53,4.74,0.09,0.28,18.1,19,4,7,54.3,49.3,0.09,0.7,1.7
Serie A,M,ITA,2018,vs Crotone,opponent,29,38,66,582,199,34.2,15.32,5.24,0.1,0.3,16.9,30,6,8,58.9,52.8,0.09,7.1,7.2
Serie A,M,ITA,2018,vs Fiorentina,opponent,27,38,46,407,152,37.3,10.71,4,0.11,0.29,18.3,24,2,3,42.5,40.2,0.1,3.5,3.8
Serie A,M,ITA,2018,vs Genoa,opponent,33,38,41,504,170,33.7,13.26,4.47,0.07,0.22,18.4,23,4,4,45.5,42.7,0.09,-4.5,-5.7
Serie A,M,ITA,2018,vs Hellas Verona,opponent,32,38,76,719,257,35.7,18.92,6.76,0.1,0.27,17.3,29,6,8,75.9,69.8,0.1,0.1,0.2
Serie A,M,ITA,2018,vs Inter,opponent,22,38,27,451,119,26.4,11.87,3.13,0.06,0.21,19,22,2,2,35.3,33.8,0.08,-8.3,-8.8
Serie A,M,ITA,2018,vs Juventus,opponent,24,38,22,319,94,29.5,8.39,2.47,0.06,0.2,19.3,17,3,4,28.8,25.8,0.09,-6.8,-6.8
Serie A,M,ITA,2018,vs Lazio,opponent,24,38,47,441,153,34.7,11.61,4.03,0.09,0.25,19.1,22,9,10,44.3,36.7,0.09,2.7,1.3
Serie A,M,ITA,2018,vs Milan,opponent,23,38,41,420,131,31.2,11.05,3.45,0.09,0.3,17.5,10,2,3,39.1,36.9,0.09,1.9,2.1
Serie A,M,ITA,2018,vs Napoli,opponent,23,38,29,336,99,29.5,8.84,2.61,0.08,0.27,18.7,14,2,2,25.5,24,0.07,3.5,3
Serie A,M,ITA,2018,vs Roma,opponent,27,38,28,419,138,32.9,11.03,3.63,0.06,0.18,18.4,11,3,5,39.9,36,0.09,-11.9,-11
Serie A,M,ITA,2018,vs Sampdoria,opponent,27,38,59,545,193,35.4,14.34,5.08,0.1,0.27,16.6,9,6,10,63.3,55.7,0.11,-4.3,-2.7
Serie A,M,ITA,2018,vs Sassuolo,opponent,28,38,57,488,177,36.3,12.84,4.66,0.11,0.31,17.6,19,2,3,49.6,47.3,0.1,7.4,7.7
Serie A,M,ITA,2018,vs SPAL,opponent,29,38,55,586,192,32.8,15.42,5.05,0.08,0.24,18.2,24,9,12,59.7,50.8,0.09,-4.7,-4.8
Serie A,M,ITA,2018,vs Torino,opponent,27,38,46,518,164,31.7,13.63,4.32,0.08,0.25,18.2,17,5,8,52.3,46.4,0.09,-6.3,-5.4
Serie A,M,ITA,2018,vs Udinese,opponent,27,38,58,521,163,31.3,13.71,4.29,0.11,0.34,18.2,20,2,6,50.9,46.3,0.09,7.1,9.7
